,hand,flowers,score,wind,dir,flowernum,pairs,pongs,kongs,halfchi,suites missing
6190,"['tong3', 'tong7', 'tong8', 'tiao2', 'tiao4', 'tiao5', 'tiao6', 'tiao9', 'wan3', 'wan4', 'wan8', 'wan9', 'fc']",[],7,1,3,0,0,0,0,6,0
6191,"['tong2', 'tong4', 'tong6', 'tiao2', 'tiao4', 'wan2', 'wan3', 'wan6', 'wan8', 'wan8', 'xi', 'hz', 'fc']",[],8,3,4,0,1,0,0,5,0
6192,"['tong3', 'tong5', 'tong7', 'tong9', 'tiao1', 'tiao1', 'tiao3', 'wan4', 'wan4', 'wan6', 'wan7', 'wan8', 'bb']",[],14,2,3,0,2,0,0,9,0
6193,"['tong1', 'tong2', 'tong4', 'tong4', 'tong7', 'tong9', 'tiao2', 'tiao5', 'tiao8', 'wan4', 'wan6', 'wan9', 'fc']",[],7,3,3,0,1,0,0,4,0
6194,"['tong4', 'tiao1', 'tiao3', 'tiao3', 'tiao5', 'tiao7', 'wan1', 'wan5', 'wan6', 'wan9', 'dong', 'nan', 'bb']",[],8,3,2,0,1,0,0,5,0
6195,"['tong1', 'tiao2', 'tiao4', 'tiao5', 'tiao5', 'tiao9', 'wan9', 'wan9', 'dong', 'xi', 'bei', 'bei', 'bei']",[],14,3,2,0,3,1,0,2,0
6196,"['tong1', 'tong5', 'tong7', 'tiao1', 'tiao2', 'tiao4', 'wan1', 'wan3', 'wan5', 'wan6', 'wan8', 'dong', 'fc']",['flower2'],8,2,1,1,0,0,0,7,0
6197,"['tong3', 'tong7', 'tong9', 'tiao4', 'tiao8', 'wan2', 'wan5', 'wan6', 'wan7', 'wan7', 'xi', 'hz', 'bb']","['flower2', 'flower3', 'flower4']",7,3,2,3,1,0,0,3,0
6198,"['tong5', 'tiao7', 'tiao7', 'tiao8', 'tiao9', 'wan2', 'wan3', 'wan4', 'wan5', 'wan8', 'wan8', 'wan9', 'nan']",['flower4'],13,3,4,1,2,0,0,8,0
6199,"['tong2', 'tong8', 'tong8', 'tiao1', 'tiao7', 'tiao8', 'wan1', 'wan2', 'wan5', 'nan', 'xi', 'xi', 'hz']",['flower4'],8,4,2,1,2,0,0,2,0
6200,"['tong1', 'tong6', 'tong7', 'tong7', 'tiao6', 'wan2', 'wan4', 'wan5', 'wan7', 'wan8', 'nan', 'bb', 'bb']","['flower1', 'flower1']",10,4,3,2,2,0,0,5,0
6201,"['tong2', 'tong7', 'tong7', 'tong8', 'tong8', 'tiao2', 'tiao4', 'tiao9', 'wan5', 'wan6', 'xi', 'bei', 'fc']",['flower2'],8,1,4,1,2,0,0,4,0
6202,"['tong2', 'tong4', 'tong5', 'tong6', 'tong9', 'tiao2', 'tiao3', 'tiao5', 'tiao7', 'wan2', 'wan6', 'nan', 'bei']",[],7,1,3,0,0,0,0,6,0
6203,"['tong5', 'tong6', 'tiao1', 'tiao1', 'tiao8', 'tiao9', 'wan2', 'wan3', 'wan3', 'wan4', 'wan4', 'wan5', 'bb']",[],14,1,3,0,3,0,0,7,0
6204,"['tong1', 'tong2', 'tong3', 'tong3', 'tong4', 'tong4', 'tiao7', 'wan8', 'wan8', 'wan9', 'bei', 'bb', 'fc']",['flower1'],13,2,1,1,3,0,0,6,0
6205,"['tong1', 'tong2', 'tong3', 'tong4', 'tong7', 'tong8', 'tong8', 'tiao2', 'tiao3', 'tiao6', 'tiao7', 'wan6', 'dong']",[],9,4,3,0,1,0,0,6,0
6206,"['tong1', 'tong1', 'tong2', 'tiao4', 'wan3', 'wan5', 'wan6', 'wan9', 'dong', 'bei', 'hz', 'bb', 'fc']","['flower3', 'flower4']",7,4,1,2,1,0,0,4,0
6207,"['tong7', 'tiao2', 'tiao4', 'wan4', 'wan5', 'wan6', 'wan7', 'wan8', 'dong', 'nan', 'xi', 'hz', 'bb']",[],6,2,1,0,0,0,0,5,0
6208,"['tong7', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'tiao6', 'tiao9', 'wan1', 'wan2', 'wan3', 'wan8', 'wan9', 'bei']",['flower3'],8,1,3,1,0,0,0,7,0
6209,"['tong1', 'tong2', 'tong4', 'tiao3', 'tiao3', 'tiao4', 'tiao5', 'tiao9', 'wan2', 'dong', 'bei', 'bb', 'fc']",[],8,2,2,0,1,0,0,5,0
6210,"['tong1', 'tong3', 'tong4', 'tong4', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'wan1', 'wan3', 'nan']",[],9,2,4,0,1,0,0,6,0
6211,"['tong4', 'tong4', 'tong6', 'tong8', 'tong9', 'tong9', 'tiao3', 'tiao8', 'tiao8', 'wan3', 'wan4', 'nan', 'bb']",[],12,4,4,0,3,0,0,5,0
6212,"['tong2', 'tong4', 'tiao3', 'tiao5', 'tiao9', 'wan2', 'wan3', 'wan7', 'wan7', 'nan', 'xi', 'bei', 'bb']",['flower1'],5,4,2,1,1,0,0,3,0
6213,"['tong1', 'tong2', 'tong3', 'tong6', 'tong8', 'tiao2', 'tiao7', 'wan1', 'wan6', 'xi', 'xi', 'hz', 'fc']",[],7,3,3,0,1,0,0,3,0
6214,"['tong7', 'tong7', 'tiao4', 'tiao4', 'tiao5', 'tiao6', 'tiao9', 'wan7', 'wan7', 'wan7', 'nan', 'bei', 'hz']","['flower1', 'flower3']",13,3,2,2,3,1,0,3,0
6215,"['tong4', 'tong7', 'tong8', 'tong9', 'tiao3', 'tiao4', 'tiao6', 'tiao7', 'wan1', 'wan5', 'dong', 'nan', 'fc']",[],6,4,1,0,0,0,0,5,0
6216,"['tong2', 'tong3', 'tong5', 'tong6', 'tong7', 'tong8', 'tiao2', 'tiao4', 'wan2', 'wan5', 'wan9', 'nan', 'xi']",[],7,3,2,0,0,0,0,6,0
6217,"['tong1', 'tong1', 'tong5', 'tong7', 'tiao5', 'tiao6', 'tiao8', 'wan7', 'wan8', 'xi', 'bei', 'hz', 'fc']","['flower1', 'flower4']",6,2,3,2,1,0,0,4,0
6218,"['tong9', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao5', 'tiao9', 'wan4', 'wan5', 'wan6', 'wan8', 'dong', 'nan']",['flower4'],8,2,3,1,2,0,0,4,0
6219,"['tong2', 'tong5', 'tiao6', 'tiao8', 'wan1', 'wan2', 'wan2', 'wan5', 'wan5', 'wan7', 'wan8', 'wan8', 'nan']",[],12,4,1,0,3,0,0,5,0
6220,"['tong1', 'tong3', 'tiao1', 'tiao5', 'tiao7', 'wan4', 'wan5', 'wan7', 'wan7', 'nan', 'xi', 'hz', 'fc']",[],7,4,2,0,1,0,0,4,0
6221,"['tong2', 'tong3', 'tong3', 'tong8', 'tong8', 'tong9', 'tiao2', 'tiao5', 'tiao6', 'wan1', 'wan2', 'hz', 'hz']",[],13,1,4,0,3,0,0,5,0
6222,"['tong7', 'tong7', 'tong9', 'tiao3', 'tiao8', 'wan1', 'wan4', 'wan7', 'wan7', 'wan8', 'dong', 'dong', 'hz']",[],12,2,1,0,3,0,0,4,0
6223,"['tong1', 'tong2', 'tong6', 'tong7', 'tong9', 'tiao3', 'tiao5', 'tiao7', 'wan1', 'wan1', 'wan9', 'nan', 'bb']",[],8,1,3,0,1,0,0,5,0
6224,"['tong2', 'tong4', 'tong9', 'tiao3', 'tiao4', 'tiao8', 'tiao9', 'tiao9', 'wan1', 'wan1', 'wan5', 'wan5', 'wan7']",[],12,2,1,0,3,0,0,5,0
6225,"['tong7', 'tong8', 'tong8', 'tiao1', 'tiao4', 'tiao5', 'tiao7', 'tiao7', 'wan2', 'wan3', 'wan7', 'wan7', 'xi']","['flower1', 'flower4']",11,2,1,2,3,0,0,4,0
6226,"['tong1', 'tong1', 'tong7', 'tong9', 'tiao8', 'wan1', 'wan2', 'wan3', 'wan3', 'wan5', 'wan8', 'wan9', 'bb']",['flower1'],11,4,1,1,2,0,0,6,0
6227,"['tong3', 'tong3', 'tong6', 'tong9', 'tong9', 'tiao9', 'wan1', 'wan3', 'wan5', 'wan9', 'xi', 'bei', 'bb']",[],7,4,3,0,2,0,0,2,0
6228,"['tong2', 'tong8', 'tong8', 'tiao2', 'tiao7', 'tiao8', 'wan1', 'wan5', 'wan7', 'wan9', 'dong', 'hz']","['flower2', 'flower2']",5,3,3,2,1,0,0,3,0
6229,"['tong2', 'tong3', 'tong3', 'tong4', 'tiao4', 'tiao6', 'tiao9', 'tiao9', 'wan6', 'wan9', 'nan', 'bei', 'bb']",[],9,3,4,0,2,0,0,4,0
6230,"['tong6', 'tiao1', 'tiao2', 'tiao6', 'tiao7', 'wan3', 'wan6', 'wan7', 'xi', 'xi', 'bei', 'hz', 'bb']",[],7,4,1,0,1,0,0,3,0
6231,"['tong1', 'tong3', 'tong4', 'tong6', 'tiao5', 'tiao7', 'tiao8', 'wan1', 'wan3', 'wan7', 'dong', 'bei', 'hz']",['flower2'],7,2,1,1,0,0,0,6,0
6232,"['tong1', 'tong2', 'tong4', 'tong6', 'tong7', 'tong9', 'tiao2', 'tiao6', 'tiao7', 'tiao9', 'wan2', 'wan4', 'nan']",['flower3'],9,2,3,1,0,0,0,8,0
6233,"['tong2', 'tong2', 'tong3', 'tong5', 'tong9', 'tiao3', 'tiao4', 'wan9', 'nan', 'bei', 'hz', 'bb', 'fc']",['flower4'],6,1,2,1,1,0,0,4,0
6234,"['tong1', 'tong2', 'tong6', 'tong8', 'tiao6', 'tiao7', 'wan8', 'dong', 'xi', 'bei', 'hz', 'hz', 'fc']",['flower4'],6,1,1,1,1,0,0,3,0
6235,"['tong1', 'tong2', 'tiao3', 'tiao7', 'tiao7', 'tiao9', 'wan1', 'wan3', 'wan6', 'wan8', 'wan8', 'xi', 'bb']",[],10,2,2,0,2,0,0,5,0
6236,"['tong3', 'tong4', 'tong5', 'tiao9', 'tiao9', 'tiao9', 'wan1', 'wan7', 'dong', 'bei', 'bb', 'bb', 'bb']",['flower3'],16,3,3,1,2,2,0,2,0
6237,"['tong1', 'tong3', 'tong4', 'tong6', 'tong7', 'tiao2', 'tiao3', 'tiao5', 'wan4', 'wan5', 'wan9', 'dong', 'bei']",[],8,2,2,0,0,0,0,7,0
6238,"['tong1', 'tong6', 'tong6', 'tong8', 'tiao2', 'tiao5', 'tiao8', 'tiao9', 'wan1', 'wan3', 'wan4', 'wan5', 'hz']",['flower1'],8,3,2,1,1,0,0,6,0
6239,"['tong1', 'tong2', 'tong9', 'tiao1', 'tiao3', 'tiao5', 'tiao7', 'tiao8', 'wan1', 'wan9', 'dong', 'xi', 'bei']",['flower1'],5,3,3,1,0,0,0,5,0
6240,"['tong7', 'tiao3', 'tiao5', 'tiao6', 'wan2', 'wan2', 'wan2', 'wan3', 'wan6', 'wan9', 'dong', 'xi', 'bb']","['flower3', 'flower3']",12,3,3,2,1,1,0,5,0
6241,"['tong1', 'tong3', 'tong5', 'tong6', 'tong7', 'tiao8', 'tiao8', 'wan3', 'wan7', 'wan7', 'wan9', 'xi', 'bb']","['flower3', 'flower3', 'flower4']",10,2,2,3,2,0,0,6,0
6242,"['tiao4', 'tiao6', 'tiao7', 'wan3', 'wan3', 'wan4', 'wan5', 'wan9', 'dong', 'nan', 'nan', 'nan', 'fc']",[],21,2,3,0,2,1,0,5,1
6243,"['tong6', 'tong7', 'tiao1', 'tiao4', 'tiao5', 'wan1', 'wan4', 'wan6', 'wan9', 'dong', 'nan', 'hz', 'bb']",[],4,4,4,0,0,0,0,3,0
6244,"['tong7', 'tong8', 'tong8', 'tiao1', 'tiao3', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan2', 'wan5', 'hz', 'bb']","['flower2', 'flower2', 'flower4']",9,4,2,3,1,0,0,5,0
6245,"['tong2', 'tong5', 'tiao1', 'tiao1', 'tiao4', 'tiao7', 'tiao8', 'wan2', 'wan2', 'wan4', 'dong', 'nan', 'fc']",['flower1'],7,2,2,1,2,0,0,3,0
6246,"['tong1', 'tong5', 'tong5', 'tiao1', 'tiao2', 'tiao4', 'tiao7', 'wan1', 'wan8', 'wan9', 'wan9', 'bei', 'bei']","['flower1', 'flower3']",11,3,2,2,3,0,0,3,0
6247,"['tong1', 'tong2', 'tong4', 'tong6', 'tong6', 'tiao2', 'tiao3', 'tiao4', 'wan7', 'wan8', 'wan9', 'dong', 'fc']",[],10,2,4,0,1,0,0,7,0
6248,"['tong2', 'tong6', 'tong8', 'tong9', 'tiao1', 'tiao7', 'wan1', 'wan2', 'wan5', 'wan5', 'wan6', 'hz', 'fc']",['flower1'],8,2,1,1,1,0,0,5,0
6249,"['tong4', 'tong6', 'tong7', 'tiao1', 'tiao1', 'tiao2', 'wan1', 'wan2', 'wan3', 'wan7', 'xi', 'bei', 'bb']",[],9,2,2,0,1,0,0,6,0
6250,"['tong2', 'tong3', 'tiao1', 'tiao5', 'wan2', 'wan4', 'wan5', 'wan7', 'wan8', 'dong', 'bb', 'bb', 'fc']","['flower1', 'flower3']",9,4,1,2,1,0,0,5,0
6251,"['tong1', 'tong2', 'tong4', 'tong9', 'tiao4', 'tiao8', 'wan6', 'wan7', 'wan7', 'wan8', 'wan9', 'dong', 'bei']",['flower2'],8,3,4,1,1,0,0,6,0
6252,"['tong1', 'tong4', 'tong5', 'tong6', 'tong9', 'wan1', 'wan4', 'wan8', 'wan9', 'nan', 'bb', 'bb', 'fc']",[],11,2,2,0,1,0,0,3,1
6253,"['tong5', 'tong9', 'tiao2', 'tiao6', 'tiao8', 'wan2', 'wan3', 'wan4', 'wan6', 'wan7', 'wan7', 'dong', 'bb']","['flower1', 'flower2', 'flower2']",7,3,4,3,1,0,0,5,0
6254,"['tong1', 'tong1', 'tong3', 'tiao6', 'wan1', 'wan3', 'wan5', 'wan6', 'wan9', 'xi', 'bei', 'hz', 'hz']",['flower3'],11,4,3,1,2,0,0,5,0
6255,"['tong1', 'tong4', 'tiao4', 'tiao5', 'tiao5', 'tiao9', 'wan1', 'wan1', 'wan4', 'wan9', 'nan', 'bei', 'fc']",['flower3'],6,4,3,1,2,0,0,1,0
6256,"['tong6', 'tong6', 'tong6', 'tong8', 'tong9', 'tong9', 'tiao4', 'tiao6', 'tiao9', 'wan5', 'xi', 'bb', 'fc']",[],13,4,2,0,2,1,0,5,0
6257,"['tong1', 'tiao2', 'tiao8', 'wan4', 'wan5', 'wan5', 'wan7', 'wan7', 'wan8', 'wan9', 'dong', 'nan', 'hz']",[],11,4,2,0,2,0,0,6,0
6258,"['tong4', 'tong4', 'tong9', 'tiao1', 'tiao4', 'wan2', 'wan2', 'wan3', 'wan5', 'wan9', 'xi', 'xi', 'bb']",[],11,3,2,0,3,0,0,3,0
6259,"['tong5', 'tong7', 'tong9', 'tiao1', 'tiao2', 'tiao5', 'wan1', 'wan4', 'wan8', 'wan9', 'wan9', 'dong', 'hz']",['flower1'],7,4,1,1,1,0,0,4,0
6260,"['tong4', 'tong5', 'tong7', 'tiao1', 'tiao3', 'tiao4', 'wan7', 'wan8', 'xi', 'hz', 'hz', 'bb', 'fc']",['flower2'],10,2,2,1,1,0,0,5,0
6261,"['tong1', 'tong7', 'tong7', 'tiao2', 'tiao4', 'tiao8', 'tiao8', 'wan1', 'wan2', 'wan7', 'wan8', 'dong', 'hz']","['flower2', 'flower4']",8,4,1,2,2,0,0,3,0
6262,"['tong4', 'tong5', 'tong5', 'tong7', 'tiao2', 'tiao4', 'tiao9', 'wan4', 'wan8', 'dong', 'xi', 'fc', 'fc']","['flower1', 'flower3', 'flower4']",10,2,4,3,2,0,0,4,0
6263,"['tong3', 'tong4', 'tong8', 'tong8', 'tiao2', 'tiao6', 'tiao8', 'tiao9', 'wan1', 'wan3', 'wan4', 'wan6', 'dong']",['flower4'],9,1,4,1,1,0,0,6,0
6264,"['tong2', 'tong2', 'tong8', 'tong8', 'tiao2', 'tiao5', 'tiao6', 'tiao9', 'wan2', 'wan3', 'wan6', 'wan7', 'wan8']",['flower4'],8,3,2,1,2,0,0,4,0
6265,"['tong1', 'tong2', 'tong3', 'tiao1', 'tiao1', 'tiao3', 'tiao4', 'tiao5', 'wan3', 'wan5', 'wan7', 'wan8', 'wan9']",[],13,1,1,0,1,0,0,10,0
6266,"['tong2', 'tong4', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao8', 'wan4', 'wan5', 'wan6', 'wan9', 'nan', 'xi']","['flower2', 'flower3']",5,1,1,2,0,0,0,5,0
6267,"['tong2', 'tong6', 'tong7', 'tiao4', 'tiao4', 'tiao8', 'tiao9', 'wan7', 'nan', 'bei', 'hz', 'fc', 'fc']",[],8,4,2,0,2,0,0,2,0
6268,"['tong3', 'tong5', 'tiao4', 'tiao5', 'tiao5', 'wan1', 'wan2', 'wan7', 'wan8', 'wan8', 'bei', 'hz', 'fc']",['flower3'],8,4,1,1,2,0,0,4,0
6269,"['tong8', 'tong9', 'tiao2', 'tiao3', 'tiao4', 'tiao4', 'tiao7', 'tiao7', 'tiao8', 'wan2', 'wan7', 'xi', 'bb']",[],10,1,2,0,2,0,0,5,0
6270,"['tong1', 'tong3', 'tong4', 'tong6', 'tiao8', 'wan2', 'wan4', 'wan6', 'wan6', 'dong', 'nan', 'xi', 'bb']","['flower3', 'flower4', 'flower4']",9,3,3,3,1,0,0,5,0
6271,"['tong1', 'tong2', 'tong3', 'tong7', 'tong9', 'tong9', 'tiao2', 'tiao2', 'tiao4', 'tiao5', 'tiao9', 'wan3', 'wan9']",['flower1'],11,3,1,1,2,0,0,6,0
6272,"['tong2', 'tiao2', 'tiao7', 'tiao9', 'tiao9', 'wan1', 'wan5', 'wan5', 'wan9', 'xi', 'bei', 'bb', 'bb']",['flower2'],10,2,2,1,3,0,0,1,0
6273,"['tong1', 'tong5', 'tong9', 'tiao2', 'tiao3', 'tiao8', 'wan3', 'wan6', 'wan6', 'dong', 'dong', 'nan', 'xi']",['flower3'],6,2,1,1,2,0,0,1,0
6274,"['tong1', 'tong2', 'tong4', 'tong5', 'tong8', 'tiao2', 'tiao3', 'tiao6', 'tiao7', 'tiao7', 'wan7', 'bb', 'fc']",['flower2'],8,2,4,1,1,0,0,5,0
6275,"['tong2', 'tong5', 'tong6', 'tong7', 'tong9', 'tiao2', 'tiao7', 'wan4', 'wan5', 'wan5', 'wan6', 'wan7', 'bb']",[],10,2,4,0,1,0,0,7,0
6276,"['tong2', 'tong4', 'tong4', 'tong8', 'tiao2', 'tiao5', 'wan1', 'wan2', 'wan3', 'wan5', 'wan6', 'wan8', 'fc']",[],9,4,2,0,1,0,0,6,0
6277,"['tong2', 'tong4', 'tong4', 'tong5', 'tong6', 'tong8', 'tong8', 'tong9', 'tiao4', 'tiao9', 'wan3', 'wan5', 'fc']",['flower3'],12,1,4,1,2,0,0,8,0
6278,"['tong2', 'tong3', 'tong7', 'tong8', 'tiao2', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan1', 'wan2', 'wan3', 'dong']",['flower1'],9,2,4,1,1,0,0,7,0
6279,"['tong3', 'tong5', 'tong7', 'tong8', 'tiao3', 'tiao6', 'wan1', 'wan2', 'wan4', 'wan5', 'wan9', 'bei', 'bb']",[],7,4,2,0,0,0,0,6,0
6280,"['tong1', 'tong2', 'tong3', 'tong5', 'tiao2', 'tiao3', 'wan6', 'wan8', 'xi', 'bei', 'hz', 'hz', 'fc']",[],9,2,2,0,1,0,0,5,0
6281,"['tong1', 'tong1', 'tong2', 'tong3', 'tong3', 'tong4', 'tong5', 'tiao2', 'tiao6', 'wan3', 'wan4', 'wan6', 'bei']",[],13,2,4,0,2,0,0,8,0
6282,"['tong3', 'tong3', 'tong5', 'tong6', 'tiao1', 'tiao4', 'tiao5', 'tiao7', 'wan1', 'wan1', 'bei', 'bei', 'fc']",[],13,3,3,0,3,0,0,5,0
6283,"['tong4', 'tong5', 'tiao1', 'tiao3', 'tiao4', 'tiao5', 'wan1', 'wan3', 'wan4', 'wan6', 'wan8', 'hz', 'fc']",[],9,4,3,0,0,0,0,8,0
6284,"['tong1', 'tong4', 'tong5', 'tong6', 'tong8', 'tiao1', 'tiao2', 'tiao6', 'wan2', 'wan9', 'nan', 'nan', 'hz']",[],8,1,1,0,1,0,0,4,0
6285,"['tong2', 'tong6', 'tong6', 'tong6', 'tiao1', 'tiao2', 'tiao2', 'tiao3', 'tiao6', 'tiao9', 'wan5', 'dong', 'bei']",[],11,3,4,0,2,1,0,3,0
6286,"['tong5', 'tong6', 'tong8', 'tiao1', 'tiao3', 'tiao9', 'wan6', 'wan7', 'wan8', 'wan9', 'wan9', 'dong', 'dong']",[],12,4,4,0,2,0,0,6,0
6287,"['tong3', 'tong4', 'tiao3', 'tiao5', 'tiao6', 'tiao9', 'wan5', 'wan5', 'wan6', 'wan7', 'wan7', 'bei', 'fc']",['flower4'],12,4,4,1,2,0,0,6,0
6288,"['tong1', 'tong3', 'tong3', 'tiao1', 'tiao5', 'tiao8', 'tiao9', 'wan4', 'wan4', 'dong', 'bei', 'hz', 'bb']",['flower1'],6,2,3,1,2,0,0,2,0
6289,"['tong1', 'tong8', 'tiao2', 'tiao8', 'tiao8', 'tiao9', 'wan2', 'wan3', 'wan5', 'wan6', 'wan6', 'wan6', 'nan']",['flower4'],14,4,4,1,2,1,0,5,0
6290,"['tong1', 'tong4', 'tong6', 'tong7', 'tiao1', 'tiao6', 'tiao7', 'wan2', 'wan5', 'wan5', 'wan9', 'dong', 'bei']",[],6,4,2,0,1,0,0,3,0
6291,"['tong1', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao5', 'tiao8', 'wan5', 'nan', 'hz', 'bb', 'bb', 'fc']",[],7,3,2,0,1,0,0,3,0
6292,"['tong3', 'tong4', 'tong5', 'tong9', 'tiao4', 'tiao7', 'tiao7', 'tiao9', 'wan6', 'wan9', 'xi', 'hz', 'bb']",['flower2'],7,2,3,1,1,0,0,4,0
6293,"['tong1', 'tong9', 'tiao2', 'tiao3', 'tiao5', 'tiao6', 'tiao8', 'tiao8', 'wan3', 'wan7', 'dong', 'bei']","['flower1', 'flower3']",7,2,3,2,1,0,0,4,0
6294,"['tong2', 'tong2', 'tong3', 'tong4', 'tong6', 'tiao4', 'tiao7', 'tiao9', 'wan7', 'wan8', 'wan8', 'dong', 'hz']",[],11,1,3,0,2,0,0,6,0
6295,"['tong1', 'tong2', 'tiao3', 'tiao5', 'tiao7', 'tiao9', 'wan1', 'wan2', 'wan2', 'wan3', 'wan5', 'xi', 'bb']",[],11,4,3,0,1,0,0,8,0
6296,"['tong2', 'tong2', 'tong9', 'tiao2', 'tiao7', 'tiao9', 'tiao9', 'wan3', 'wan5', 'wan8', 'dong', 'hz', 'bb']",[],7,2,2,0,2,0,0,2,0
6297,"['tong1', 'tong3', 'tong4', 'tong8', 'tong9', 'tiao1', 'tiao2', 'wan2', 'wan8', 'nan', 'hz', 'hz', 'fc']","['flower1', 'flower4']",9,1,1,2,1,0,0,4,0
6298,"['tong6', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao1', 'tiao2', 'tiao5', 'tiao8', 'wan1', 'wan5', 'wan6', 'wan8']",[],10,4,4,0,1,0,0,7,0
6299,"['tong3', 'tong3', 'tong4', 'tong6', 'tong7', 'tiao2', 'tiao4', 'tiao8', 'wan2', 'wan3', 'wan7', 'dong', 'bb']",['flower2'],8,4,4,1,1,0,0,6,0
6300,"['tong4', 'tong4', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao4', 'wan3', 'wan7', 'wan8', 'xi', 'bb', 'fc']",[],9,3,4,0,2,0,0,4,0
6301,"['tong3', 'tong6', 'tong9', 'tiao1', 'tiao4', 'tiao6', 'tiao7', 'wan6', 'wan8', 'wan9', 'dong', 'hz', 'fc']",[],5,1,1,0,0,0,0,4,0
6302,"['tong1', 'tong5', 'tong8', 'tong8', 'tong9', 'tiao1', 'tiao5', 'tiao7', 'wan1', 'wan4', 'wan9', 'nan', 'bei']",['flower2'],5,3,4,1,1,0,0,3,0
6303,"['tong4', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao4', 'tiao5', 'tiao6', 'wan1', 'wan5', 'wan6', 'wan8', 'nan']",['flower4'],11,4,2,1,1,0,0,8,0
6304,"['tong6', 'tiao5', 'tiao6', 'tiao9', 'wan3', 'wan5', 'wan6', 'wan9', 'dong', 'nan', 'nan', 'bei', 'fc']","['flower3', 'flower4']",8,3,4,2,1,0,0,3,0
6305,"['tong1', 'tong2', 'tong5', 'tong8', 'tiao3', 'tiao4', 'tiao5', 'wan1', 'wan6', 'wan7', 'xi', 'bei', 'fc']",['flower3'],5,3,2,1,0,0,0,4,0
6306,"['tong2', 'tong3', 'tong9', 'tiao7', 'tiao8', 'wan1', 'wan2', 'wan8', 'nan', 'xi', 'xi', 'bb', 'bb']",[],10,2,2,0,2,0,0,3,0
6307,"['tong2', 'tong6', 'tong8', 'tiao6', 'tiao7', 'tiao9', 'wan4', 'wan5', 'wan5', 'wan5', 'wan9', 'nan', 'bb']",[],10,3,2,0,1,1,0,4,0
6308,"['tong3', 'tong3', 'tong6', 'tiao5', 'tiao6', 'wan2', 'wan3', 'wan4', 'wan7', 'wan8', 'dong', 'xi', 'xi']",[],10,4,3,0,2,0,0,4,0
6309,"['tong1', 'tong2', 'tong3', 'tong7', 'tong8', 'tiao5', 'tiao6', 'tiao9', 'wan1', 'wan1', 'wan3', 'wan4', 'wan7']",[],10,4,4,0,1,0,0,7,0
6310,"['tong3', 'tong7', 'tong8', 'tiao1', 'tiao6', 'tiao6', 'tiao7', 'tiao9', 'wan1', 'wan4', 'wan8', 'nan', 'xi']",[],7,3,2,0,1,0,0,4,0
6311,"['tong1', 'tong5', 'tong5', 'tong6', 'tong7', 'tiao9', 'tiao9', 'wan4', 'wan5', 'wan8', 'dong', 'bei', 'bb']","['flower2', 'flower3']",9,3,4,2,2,0,0,4,0
6312,"['tong9', 'tiao2', 'tiao2', 'tiao3', 'tiao6', 'tiao7', 'tiao8', 'tiao8', 'wan1', 'wan5', 'wan7', 'wan9', 'nan']",[],11,2,4,0,2,0,0,6,0
6313,"['tong4', 'tong7', 'tiao2', 'tiao3', 'tiao5', 'tiao5', 'tiao6', 'tiao9', 'wan8', 'xi', 'bb', 'bb', 'fc']",[],10,1,3,0,2,0,0,4,0
6314,"['tong2', 'tong4', 'tong5', 'tong8', 'tong9', 'tiao4', 'tiao5', 'tiao8', 'wan1', 'wan6', 'wan6', 'wan8']","['flower1', 'flower2']",9,1,3,2,1,0,0,6,0
6315,"['tong7', 'tiao4', 'tiao5', 'tiao6', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan1', 'wan3', 'wan7', 'nan', 'nan']","['flower1', 'flower2', 'flower3', 'flower4']",14,4,4,4,2,0,0,7,0
6316,"['tong1', 'tong5', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao3', 'tiao7', 'tiao7', 'wan3', 'wan4', 'xi', 'bei']",[],9,1,3,0,2,0,0,4,0
6317,"['tong1', 'tong6', 'tong9', 'tiao3', 'tiao8', 'wan6', 'wan7', 'wan8', 'nan', 'bei', 'bei', 'fc', 'fc']",['flower1'],8,3,3,1,2,0,0,2,0
6318,"['tong1', 'tong2', 'tong3', 'tiao3', 'tiao3', 'tiao5', 'tiao7', 'tiao8', 'tiao9', 'wan4', 'wan6', 'bei', 'hz']",[],11,2,1,0,1,0,0,8,0
6319,"['tong1', 'tong4', 'tong4', 'tong7', 'tong9', 'tiao2', 'tiao8', 'wan1', 'wan4', 'wan7', 'dong', 'xi', 'bb']",['flower2'],4,2,3,1,1,0,0,1,0
6320,"['tong2', 'tong5', 'tong9', 'tiao1', 'tiao3', 'tiao5', 'tiao8', 'wan2', 'wan3', 'wan9', 'bei', 'hz', 'hz']","['flower2', 'flower3']",7,3,4,2,1,0,0,3,0
